rank,objective_value,w1,w2,w3,w4
1,0.6155886059479218,0.9999999999999997,-2.0816681711721685e-16,0.9999999999999997,-0.9999999999999991
2,0.6138435862692779,0.9999999999999997,0.019999999999999796,0.9799999999999996,-0.9999999999999991
3,0.6125473390371701,0.9799999999999996,0.019999999999999796,0.9999999999999997,-0.9999999999999991
4,0.6124962925508679,0.9999999999999997,-0.020000000000000212,0.9999999999999997,-0.9799999999999991
5,0.6120922584613263,0.9999999999999997,0.039999999999999786,0.9599999999999996,-0.9999999999999991
6,0.6107979696375765,0.9799999999999996,0.039999999999999786,0.9799999999999996,-0.9999999999999991
7,0.6107542903052638,0.9999999999999997,-2.0816681711721685e-16,0.9799999999999996,-0.9799999999999991
8,0.610334619623801,0.9999999999999997,0.059999999999999803,0.9399999999999996,-0.9999999999999991
9,0.6094988159320271,0.9599999999999996,0.039999999999999786,0.9999999999999997,-0.9999999999999991
10,0.6094586978250821,0.9799999999999996,-2.0816681711721685e-16,0.9999999999999997,-0.9799999999999991
