rank,objective_value,w1,w2,w3,w4
1,0.16933979373820476,1.0,0.0,0.0,0.0
2,0.16902115794633726,0.9,0.1,0.0,0.0
3,0.16860245828870477,0.8,0.2,0.0,0.0
4,0.1680837004016513,0.7000000000000001,0.30000000000000004,0.0,0.0
5,0.16746488842084756,0.6000000000000001,0.4,0.0,0.0
6,0.1667460249831375,0.5,0.5,0.0,0.0
7,0.16592711122824927,0.4,0.6000000000000001,0.0,0.0
8,0.16523997666965612,0.9,0.0,0.1,0.0
9,0.16500814680036915,0.30000000000000004,0.7000000000000001,0.0,0.0
10,0.16489207844395426,0.8,0.1,0.1,0.0
