rank,objective_value,w1,w2,w3,w4
1,0.11999398557585243,1.0,0.0,0.0,0.0
2,0.11921711739225938,0.9800000000000001,0.02,0.0,0.0
3,0.11887672622258394,0.9800000000000001,0.0,0.02,0.0
4,0.11843486635679606,0.9600000000000001,0.04,0.0,0.0
5,0.11809775659274852,0.9600000000000001,0.02,0.02,0.0
6,0.11775565441969635,0.9600000000000001,0.0,0.04,0.0
7,0.11764723138915555,0.9400000000000001,0.06,0.0,0.0
8,0.11731340412827244,0.9400000000000001,0.04,0.02,0.0
9,0.11697458336084823,0.9400000000000001,0.02,0.04,0.0
10,0.11685421140440085,0.92,0.08,0.0,0.0
