rank,objective_value,w1,w2,w3,w4
1,0.3825191430893655,1.0,0.0,0.0,0.0
2,0.3646668040393398,0.9,0.1,0.0,0.0
3,0.3636248203627119,0.9,0.0,0.1,0.0
4,0.34805153051426196,0.9,0.0,0.0,0.09999999999999998
5,0.3466644944523041,0.8,0.2,0.0,0.0
6,0.34572628063479555,0.8,0.1,0.1,0.0
7,0.34454833651530375,0.8,0.0,0.2,0.0
8,0.33016554336087117,0.8,0.1,0.0,0.09999999999999998
9,0.329027093128728,0.8,0.0,0.1,0.09999999999999998
10,0.3285117102320525,0.7000000000000001,0.30000000000000004,0.0,0.0
