rank,objective_value,w1,w2,w3,w4
1,0.19580151449570143,0.9999999999999996,-2.220446049250313e-16,0.9999999999999996,-0.9999999999999989
2,0.19465753267883257,0.9999999999999996,0.09999999999999964,0.8999999999999995,-0.9999999999999987
3,0.19342060260470972,0.9999999999999996,0.19999999999999973,0.7999999999999996,-0.9999999999999989
4,0.192090720959913,0.9999999999999996,0.2999999999999998,0.6999999999999997,-0.9999999999999991
5,0.1919744033632705,0.9999999999999996,-0.1000000000000002,0.9999999999999996,-0.899999999999999
6,0.1908652741813157,0.9999999999999996,-2.220446049250313e-16,0.8999999999999995,-0.8999999999999988
7,0.1906678827993908,0.9999999999999996,0.3999999999999997,0.5999999999999996,-0.9999999999999989
8,0.18966324004903215,0.9999999999999996,0.09999999999999964,0.7999999999999996,-0.8999999999999988
9,0.18915208154344307,0.9999999999999996,0.49999999999999956,0.49999999999999956,-0.9999999999999987
10,0.18836829853942577,0.9999999999999996,0.19999999999999973,0.6999999999999997,-0.899999999999999
