date,slot,signal,weight,recycled_capital
2020-09-02,0,-0.06719142612788309,0.0,0.007692307692307693
2020-09-03,1,-0.03298885853805375,0.0,0.007692307692307693
2020-09-04,2,-0.010445643009505401,0.0,0.007692307692307693
2020-09-08,3,0.02159694837252535,0.11811780970277033,0.007692307692307693
2020-09-09,4,0.02328129298129844,0.1273298100530626,0.007692307692307693
2020-09-10,5,0.046776240468253016,0.2558281371487151,0.007692307692307693
2020-09-11,6,0.040559587443277256,0.22182808184801447,0.007692307692307693
2020-09-14,7,0.06490021825748693,0.3549516115692657,0.007692307692307693
2020-09-15,8,0.04425418084648769,0.24203451439589635,0.007692307692307693
2020-09-16,9,0.11352530474348632,0.6208914384959545,0.007692307692307693
2020-09-17,10,0.12978108830752472,0.7097974041197447,0.007692307692307693
2020-09-18,11,0.1794108149922523,0.9812317989717841,0.007692307692307693
2020-09-21,12,0.19250201299316183,1.0,0.007692307692307693
2020-09-22,13,0.2128407963189445,1.0,0.007692307692307693
2020-09-23,14,0.03585440043897303,0.19609452108730188,0.007692307692307693
2020-09-24,15,0.20789613973044285,1.0,0.007692307692307693
2020-09-25,16,0.20601734249757175,1.0,0.007692307692307693
2020-09-28,17,0.20377872457333135,1.0,0.007692307692307693
2020-09-29,18,0.21089047095757296,1.0,0.007692307692307693
2020-09-30,19,0.24111088200723732,1.0,0.007692307692307693
2020-10-01,20,0.23094646672909958,1.0,0.007692307692307693
2020-10-02,21,0.22939925114287663,1.0,0.007692307692307693
2020-10-05,22,0.2148119607028195,1.0,0.007692307692307693
2020-10-06,23,0.20795088828233044,1.0,0.007692307692307693
2020-10-07,24,0.16795959893634138,0.9186029249463176,0.007692307692307693
2020-10-08,25,0.16544309132132684,0.9048396671721776,0.007692307692307693
2020-10-09,26,0.1190637367229318,0.6511821741737832,0.007692307692307693
2020-10-12,27,0.15353250886813896,0.8396984311332687,0.007692307692307693
2020-10-13,28,0.14314140569659062,0.7828675156794813,0.007692307692307693
2020-10-14,29,0.17578037549116038,0.9613762362908582,0.007692307692307693
2020-10-15,30,0.13164203027514937,0.7199752489433874,0.007692307692307693
2020-10-16,31,0.20128107379693072,1.0,0.007692307692307693
2020-10-19,32,0.20109775902423,1.0,0.007692307692307693
2020-10-20,33,0.12876043668608017,0.7042152666846254,0.007692307692307693
2020-10-21,34,0.1850691899307475,1.0,0.007692307692307693
2020-10-22,35,0.18775088740912108,1.0,0.007692307692307693
2020-10-23,36,0.16251584292697724,0.8888299901181551,0.007692307692307693
2020-10-26,37,0.1718927869207958,0.9401142765437509,0.007692307692307693
2020-10-27,38,0.2054986863003474,1.0,0.007692307692307693
2020-10-28,39,0.08495716154566368,0.46464684117614646,0.007692307692307693
2020-10-29,40,0.2306797223041571,1.0,0.007692307692307693
2020-10-30,41,0.1577715690083547,0.862882655604425,0.007692307692307693
2020-11-02,42,0.21533654151239423,1.0,0.007692307692307693
2020-11-03,43,0.2262490635906768,1.0,0.007692307692307693
2020-11-04,44,0.1446173557536018,0.7909397666733587,0.007692307692307693
2020-11-05,45,0.1643476236850554,0.8988483467520545,0.007692307692307693
2020-11-06,46,0.13067799096734167,0.7147027349964411,0.007692307692307693
2020-11-09,47,0.12194690310468226,0.6669507583342317,0.007692307692307693
2020-11-10,48,0.11941199164215588,0.6530868464250396,0.007692307692307693
2020-11-11,49,0.12459315540747529,0.6814236144310893,0.007692307692307693
2020-11-12,50,0.1413182031277752,0.7728960747907814,0.007692307692307693
2020-11-13,51,0.15869500508050982,0.8679331027491823,0.007692307692307693
2020-11-16,52,0.16271246878911513,0.8899053742773446,0.007692307692307693
2020-11-17,53,0.1544026999902126,0.8444576715402557,0.007692307692307693
2020-11-18,54,0.15335344551343666,0.8387190996605699,0.007692307692307693
2020-11-19,55,0.14939924840735064,0.817092845189448,0.007692307692307693
2020-11-20,56,0.16325442609872076,0.8928694416658863,0.007692307692307693
2020-11-23,57,0.18172542855252471,0.9938908598414906,0.007692307692307693
2020-11-24,58,0.1834574250370855,1.0,0.007692307692307693
2020-11-25,59,0.1971422676705456,1.0,0.007692307692307693
2020-11-27,60,0.19938926793061512,1.0,0.007692307692307693
2020-11-30,61,0.19787996931386886,1.0,0.007692307692307693
2020-12-01,62,0.20388018848124745,1.0,0.007692307692307693
2020-12-02,63,0.21384840036515684,1.0,0.007692307692307693
2020-12-03,64,0.22167194050203842,1.0,0.007692307692307693
2020-12-04,65,0.23733037568308207,1.0,0.007692307692307693
2020-12-07,66,0.19748887837607554,1.0,0.007692307692307693
2020-12-08,67,0.19588616021158622,1.0,0.007692307692307693
2020-12-09,68,0.18442901490744013,1.0,0.007692307692307693
2020-12-10,69,0.16564801906905263,0.905960455919327,0.007692307692307693
2020-12-11,70,0.1471045188975184,0.804542533965548,0.007692307692307693
2020-12-14,71,0.14110539794800364,0.7717322028726543,0.007692307692307693
2020-12-15,72,0.16511516586648245,0.9030461806201016,0.007692307692307693
2020-12-16,73,0.04022022109973178,0.21997202290417664,0.007692307692307693
2020-12-17,74,0.17755683374315345,0.971092023638888,0.007692307692307693
2020-12-18,75,0.20001974621944818,1.0,0.007692307692307693
2020-12-21,76,0.2386219981918633,1.0,0.007692307692307693
2020-12-22,77,0.17032507414806541,0.9315401578412429,0.007692307692307693
