date,slot,signal,weight,recycled_capital
2023-04-13,0,-0.12844531911825544,0.0,0.007692307692307693
2023-04-14,1,-0.08203228644941442,0.0,0.007692307692307693
2023-04-17,2,-0.07867577813235335,0.0,0.007692307692307693
2023-04-18,3,-0.08238147369497344,0.0,0.007692307692307693
2023-04-19,4,-0.07679289492128616,0.0,0.007692307692307693
2023-04-20,5,-0.085438655405176,0.0,0.007692307692307693
2023-04-21,6,-0.07707153848189426,0.0,0.007692307692307693
2023-04-24,7,-0.07594738839322612,0.0,0.007692307692307693
2023-04-25,8,-0.08702748898419749,0.0,0.007692307692307693
2023-04-26,9,-0.07969907003136041,0.0,0.007692307692307693
2023-04-27,10,-0.08033761443885964,0.0,0.007692307692307693
2023-04-28,11,-0.09319810389263555,0.0,0.007692307692307693
2023-05-01,12,-0.09926615763087639,0.0,0.007692307692307693
2023-05-02,13,-0.11844206800710495,0.0,0.007692307692307693
2023-05-03,14,-0.11815772979556799,0.0,0.007692307692307693
2023-05-04,15,-0.10982455907048012,0.0,0.007692307692307693
2023-05-05,16,-0.08878515627923261,0.0,0.007692307692307693
2023-05-08,17,-0.0848519651034986,0.0,0.007692307692307693
2023-05-09,18,-0.09680751846520849,0.0,0.007692307692307693
2023-05-10,19,-0.10420680997588197,0.0,0.007692307692307693
2023-05-11,20,-0.1165071502070347,0.0,0.007692307692307693
2023-05-12,21,-0.13348096124585754,0.0,0.007692307692307693
2023-05-15,22,-0.13540396997501805,0.0,0.007692307692307693
2023-05-16,23,-0.14315249083194392,0.0,0.007692307692307693
2023-05-17,24,-0.14112455731449627,0.0,0.007692307692307693
2023-05-18,25,-0.1484722968318309,0.0,0.007692307692307693
2023-05-19,26,-0.15453353887192822,0.0,0.007692307692307693
2023-05-22,27,-0.15678010819286256,0.0,0.007692307692307693
2023-05-23,28,-0.16498317022617912,0.0,0.007692307692307693
2023-05-24,29,-0.15336010727756022,0.0,0.007692307692307693
2023-05-25,30,-0.1442505504333744,0.0,0.007692307692307693
2023-05-26,31,-0.13046916733839758,0.0,0.007692307692307693
2023-05-30,32,-0.11573388870814347,0.0,0.007692307692307693
2023-05-31,33,-0.10385230808090123,0.0,0.007692307692307693
2023-06-01,34,-0.09839136609082,0.0,0.007692307692307693
2023-06-02,35,-0.07114701139932385,0.0,0.007692307692307693
2023-06-05,36,-0.050354460321344496,0.0,0.007692307692307693
2023-06-06,37,-0.051396079435595585,0.0,0.007692307692307693
2023-06-07,38,-0.05401100634078744,0.0,0.007692307692307693
2023-06-08,39,-0.0820303166551869,0.0,0.007692307692307693
2023-06-09,40,-0.09753168816661811,0.0,0.007692307692307693
2023-06-12,41,-0.10972771423282987,0.0,0.007692307692307693
2023-06-13,42,-0.11336310520752386,0.0,0.007692307692307693
2023-06-14,43,-0.14187142721058776,0.0,0.007692307692307693
2023-06-15,44,-0.15317486853790174,0.0,0.007692307692307693
2023-06-16,45,-0.1259305508287671,0.0,0.007692307692307693
2023-06-20,46,-0.11494027078836419,0.0,0.007692307692307693
2023-06-21,47,-0.08168860205256502,0.0,0.007692307692307693
2023-06-22,48,-0.09811842664438705,0.0,0.007692307692307693
2023-06-23,49,-0.07627210548212134,0.0,0.007692307692307693
2023-06-26,50,-0.048964635445011756,0.0,0.007692307692307693
