rank,objective_value,w1,w2,w3,w4
1,0.0878811267658579,0.9999999999999996,-1.0,0.9999999999999996,8.881784197001252e-16
2,0.08616685089666543,0.9999999999999996,-0.9,0.9999999999999996,-0.0999999999999992
3,0.085720185749045,0.8999999999999995,-1.0,0.9999999999999996,0.10000000000000098
4,0.08500180024486974,0.9999999999999996,-1.0,0.8999999999999995,0.10000000000000098
5,0.08435812270543619,0.9999999999999996,-0.8,0.9999999999999996,-0.19999999999999907
6,0.08406787187334161,0.8999999999999995,-0.9,0.9999999999999996,9.992007221626409e-16
7,0.08340261842606111,0.7999999999999996,-1.0,0.9999999999999996,0.20000000000000084
8,0.08332636875247892,0.9999999999999996,-0.9,0.8999999999999995,9.992007221626409e-16
9,0.08278077751097584,0.8999999999999995,-1.0,0.8999999999999995,0.20000000000000107
10,0.08245489750428167,0.9999999999999996,-0.7000000000000001,0.9999999999999996,-0.29999999999999893
