rank,objective_value,w1,w2,w3,w4
1,0.1593299434621478,0.9999999999999997,-2.0816681711721685e-16,0.9999999999999997,-0.9999999999999991
2,0.15843948712807204,0.9799999999999996,0.019999999999999796,0.9999999999999997,-0.9999999999999991
3,0.1582983880150431,0.9999999999999997,0.019999999999999796,0.9799999999999996,-0.9999999999999991
4,0.1580241496649926,0.9999999999999997,-0.020000000000000212,0.9999999999999997,-0.9799999999999991
5,0.15754392489738384,0.9599999999999996,0.039999999999999786,0.9999999999999997,-0.9999999999999991
6,0.15740574589718792,0.9799999999999996,0.039999999999999786,0.9799999999999996,-0.9999999999999991
7,0.15726325236469446,0.9999999999999997,0.039999999999999786,0.9599999999999996,-0.9999999999999991
8,0.1571364629701539,0.9799999999999996,-2.0816681711721685e-16,0.9999999999999997,-0.9799999999999991
9,0.15699516607137926,0.9999999999999997,-2.0816681711721685e-16,0.9799999999999996,-0.9799999999999991
10,0.15671332876483257,0.9999999999999997,-0.040000000000000216,0.9999999999999997,-0.9599999999999991
