rank,objective_value,w1,w2,w3,w4
1,0.21599370974196314,0.9999999999999997,-2.0816681711721685e-16,0.9999999999999997,-0.9999999999999991
2,0.21551624694715044,0.9999999999999997,0.019999999999999796,0.9799999999999996,-0.9999999999999991
3,0.21531097954764694,0.9999999999999997,-0.020000000000000212,0.9999999999999997,-0.9799999999999991
4,0.21503657453657543,0.9999999999999997,0.039999999999999786,0.9599999999999996,-0.9999999999999991
5,0.21483402637133592,0.9999999999999997,-2.0816681711721685e-16,0.9799999999999996,-0.9799999999999991
6,0.21462251007254313,0.9999999999999997,-0.040000000000000216,0.9999999999999997,-0.9599999999999991
7,0.21455469235813165,0.9999999999999997,0.059999999999999803,0.9399999999999996,-0.9999999999999991
8,0.21435486403702947,0.9999999999999997,0.019999999999999796,0.9599999999999996,-0.9799999999999991
9,0.21434104776879348,0.9799999999999996,0.019999999999999796,0.9999999999999997,-0.9999999999999991
10,0.21414606605775202,0.9999999999999997,-0.020000000000000212,0.9799999999999996,-0.9599999999999991
