rank,objective_value,w1,w2,w3,w4
1,0.1406368719750233,1.0,0.0,0.0,0.0
2,0.1394199411324112,0.9800000000000001,0.0,0.02,0.0
3,0.13908373715408304,0.9800000000000001,0.02,0.0,0.0
4,0.13820029632384967,0.9600000000000001,0.0,0.04,0.0
5,0.13786503412197804,0.9600000000000001,0.02,0.02,0.0
6,0.13752606854583874,0.9600000000000001,0.04,0.0,0.0
7,0.1374649963031437,0.9800000000000001,0.0,0.0,0.019999999999999907
8,0.13697793738149566,0.9400000000000001,0.0,0.06,0.0
9,0.13664361734483813,0.9400000000000001,0.02,0.04,0.0
10,0.13630559354515534,0.9400000000000001,0.04,0.02,0.0
