rank,objective_value,w1,w2,w3,w4
1,0.24158883196271919,1.0,0.0,0.0,0.0
2,0.24095580194959287,0.9,0.1,0.0,0.0
3,0.24023708630946544,0.8,0.2,0.0,0.0
4,0.2394326755369388,0.7000000000000001,0.30000000000000004,0.0,0.0
5,0.23854255884651543,0.6000000000000001,0.4,0.0,0.0
6,0.23756672417254732,0.5,0.5,0.0,0.0
7,0.2365051581690801,0.4,0.6000000000000001,0.0,0.0
8,0.23603632008806993,0.9,0.0,0.1,0.0
9,0.23536586625187644,0.8,0.1,0.1,0.0
10,0.23535784620959274,0.30000000000000004,0.7000000000000001,0.0,0.0
