rank,objective_value,w1,w2,w3,w4
1,0.24758936496800163,1.0,0.0,0.0,0.0
2,0.2474418936717665,0.9800000000000001,0.02,0.0,0.0
3,0.2472913867329824,0.9600000000000001,0.04,0.0,0.0
4,0.24713784409277764,0.9400000000000001,0.06,0.0,0.0
5,0.24698126569075246,0.92,0.08,0.0,0.0
6,0.24682165146497936,0.9,0.1,0.0,0.0
7,0.24469118401230505,0.9800000000000001,0.0,0.02,0.0
8,0.24454262427660126,0.9600000000000001,0.02,0.02,0.0
9,0.2443910289334343,0.9400000000000001,0.04,0.02,0.0
10,0.24423639792312826,0.92,0.06,0.02,0.0
