rank,objective_value,w1,w2,w3,w4
1,0.2387351375588071,1.0,0.0,0.0,0.0
2,0.23854821288285635,0.9800000000000001,0.0,0.02,0.0
3,0.23835565519898602,0.9600000000000001,0.0,0.04,0.0
4,0.23815746510504665,0.9400000000000001,0.0,0.06,0.0
5,0.23803402010834643,0.9800000000000001,0.02,0.0,0.0
6,0.23795364318875054,0.92,0.0,0.08,0.0
7,0.23784596207961345,0.9600000000000001,0.02,0.02,0.0
8,0.23774419002767527,0.9,0.0,0.1,0.0
9,0.2376522715188754,0.9400000000000001,0.02,0.04,0.0
10,0.23745294902262779,0.92,0.02,0.06,0.0
