model_name,selection_mse,selection_mae,selection_correlation,selection_directional_accuracy,selection_long_short_strategy_return,evaluation_mse,evaluation_mae,evaluation_correlation,evaluation_directional_accuracy,evaluation_long_short_strategy_return,alpha,l1_ratio
elastic_net,0.0004278714187508377,0.01618102910985673,0.2257749024630599,0.6106194690265486,2.447628677015138,0.0007374518899854671,0.02132708070642602,0.039589360270989964,0.6741071428571429,7.362352221431227,0.002395026619987486,0.9
lasso,0.0004289585907540188,0.016189227622479114,0.22577490246305987,0.6106194690265486,2.447628677015138,0.0007350756066248969,0.021283827410014108,0.03958936027098993,0.6741071428571429,7.362352221431227,0.002395026619987486,
ols,0.00041979718174815637,0.01606822116931976,0.2421880148899343,0.6106194690265486,3.5737265823706403,0.0007709376082948784,0.021900522422758115,0.03846583421595344,0.5401785714285714,1.1404678647499695,,
ridge,0.00041984166370189,0.01606456036239232,0.24217984573010032,0.6061946902654868,2.678762394566697,0.0007674258139720682,0.021835742142089515,0.03781729185089504,0.5401785714285714,1.1404678647499695,10.0,
