feature_column,target_horizon_days,selection_rows,evaluation_rows,coefficient,intercept,selection_correlation,selection_directional_accuracy,evaluation_correlation,evaluation_directional_accuracy
adaptive_band_score,103,128,126,-0.003773861083443649,0.12641659114228793,0.04238042672107778,1.0,0.07281333944304134,1.0
fear_greed_candle_volume_score,33,198,196,0.0039108605662366595,0.04133108834442064,0.007729480349729487,0.7272727272727273,0.06988737462303721,0.8979591836734694
fear_greed_candle_volume_score,115,116,114,0.08634234582068914,0.14531343238496325,0.238003411752342,1.0,0.06987451673970395,1.0
ma_crossover_score,25,206,204,-0.0022904546151713,0.03232182222713236,0.025232544092273622,0.7621359223300971,0.06985832926798942,0.8431372549019608
adaptive_volatility_band_score,124,107,105,0.01121795513622894,0.1592230137485153,0.18544962082975916,1.0,0.06955831668770537,1.0
adaptive_volatility_band_score,127,104,102,0.008976998201266373,0.16290530033989814,0.14414001614908556,1.0,0.06735035408542728,1.0
adaptive_band_score,101,130,128,-0.008518399926350307,0.11979569347195293,0.09391272333884015,1.0,0.06719631007298354,1.0
adaptive_band_score,37,194,192,0.007633473272740142,0.053232507692965114,0.05625222305976229,0.7731958762886598,0.06622040465273053,0.8854166666666666
adaptive_band_score,104,127,125,-0.003990298839806551,0.12758959848231347,0.04515732419295201,1.0,0.06518103993229969,1.0
fear_greed_candle_volume_score,25,206,204,0.007048165587010629,0.031764322475681755,0.017418946516737047,0.7621359223300971,0.064974336552047,0.8431372549019608
ma_crossover_score,3,228,226,-0.006960865196094129,0.005004877362768783,0.19738476081705858,0.6271929824561403,0.06459678987395619,0.504424778761062
ma_crossover_score,2,229,227,-0.004710787310463276,0.003310851273731307,0.15978717509313842,0.5938864628820961,0.06459039577156407,0.5198237885462555
adaptive_band_score,38,193,191,0.003442103488930937,0.050893406727596,0.0251390650342359,0.7979274611398963,0.06375066694026532,0.9162303664921466
fear_greed_candle_volume_score,116,115,113,0.08105129162892574,0.14662361922651404,0.22188586644829292,1.0,0.06346849115330654,1.0
adaptive_band_score,30,201,199,0.013392415935792443,0.04963044739580291,0.11559565981750693,0.7512437810945274,0.061243391887786415,0.8793969849246231
adaptive_volatility_band_score,126,105,103,0.01019378255816339,0.16177675243225287,0.16567731177628872,1.0,0.0607180296696315,1.0
adaptive_band_score,55,176,174,0.005128011062494647,0.072864786911415,0.04135400362363139,0.875,0.06001945547681895,0.9252873563218391
fear_greed_candle_volume_score,5,226,224,0.0195657449313558,0.005886780634963107,0.08677239772182205,0.6194690265486725,0.0596903438102819,0.6785714285714286
adaptive_band_score,102,129,127,-0.006981568513697309,0.12237852680227652,0.07768630549409469,1.0,0.05892103008687699,1.0
adaptive_band_score,36,195,193,0.008914744005625901,0.05293515966238842,0.06627168994401895,0.7333333333333333,0.057137027267649645,0.8860103626943006
adaptive_band_score,92,139,137,-0.0023706658072991937,0.1120840002465611,0.02541239381943068,1.0,0.05647252298227467,1.0
adaptive_band_score,32,199,197,0.014272241934390799,0.05268030359672113,0.11542678220399442,0.7286432160804021,0.05566637205013981,0.8934010152284264
adaptive_band_score,91,140,138,-0.004144491211119841,0.10907306359980229,0.04422106890457027,1.0,0.05472579513661833,1.0
adaptive_volatility_band_score,77,154,152,0.01069214463520107,0.09636719244653166,0.16972710651296183,0.9935064935064936,0.053884674572627675,0.9605263157894737
fear_greed_candle_volume_score,24,207,205,0.007373985632135291,0.030619967574619232,0.018636428857844348,0.7632850241545893,0.05337993520903937,0.824390243902439
fear_greed_candle_volume_score,4,227,225,0.017888074655508276,0.004705054932454704,0.08896063194006992,0.6211453744493393,0.05238761282356122,0.64
adaptive_volatility_band_score,122,109,107,0.011031208011545892,0.15643364136301496,0.19773057573483058,1.0,0.05209640906896167,1.0
ma_crossover_score,4,227,225,-0.008966288198543,0.00667217229325011,0.21836734859231577,0.6255506607929515,0.051536165324631386,0.5155555555555555
adaptive_volatility_band_score,69,162,160,0.008242543608981657,0.08715139880653858,0.12004209582338914,0.9753086419753086,0.05064240909050115,0.9625
adaptive_band_score,22,209,207,-2.1222529776713937e-05,0.028166308734449065,0.00022122914369941286,0.7320574162679426,0.05008534736443459,0.7922705314009661
adaptive_volatility_band_score,1,230,228,0.00030133700387820423,0.001117707446529943,0.021451729561389944,0.5652173913043478,0.04822089755415591,0.5921052631578947
fear_greed_candle_volume_score,26,205,203,0.012214011987852241,0.03307626550182622,0.029658078732879414,0.7658536585365854,0.048127553806990936,0.8522167487684729
adaptive_band_score,42,189,187,-0.0052718289511458965,0.048786513379277294,0.03829596327427903,0.798941798941799,0.048081115642614865,0.8877005347593583
adaptive_volatility_band_score,78,153,151,0.010371975898289032,0.09736336577136784,0.16702524114231243,0.9869281045751634,0.04694174163295725,0.9668874172185431
adaptive_band_score,56,175,173,0.002730439318025282,0.07196094237596123,0.02207614437390961,0.8685714285714285,0.04687086899039456,0.930635838150289
ma_crossover_score,1,230,228,-0.00230598687204283,0.0016310399346357416,0.10836171762638191,0.5869565217391305,0.04659403192156883,0.5
adaptive_band_score,34,197,195,0.012281010270864883,0.05327377822244546,0.09418485804370724,0.7411167512690355,0.04503568357269821,0.8717948717948718
adaptive_volatility_band_score,73,158,156,0.009469624683111794,0.09198017393003396,0.14346168276588664,1.0,0.04480894232686643,0.9615384615384616
adaptive_volatility_band_score,75,156,154,0.010722349119847659,0.09431511521941828,0.16442439394746516,0.9935897435897436,0.04441044450693822,0.974025974025974
adaptive_band_score,45,186,184,-0.005131758408144749,0.05281513914066422,0.03817880685895328,0.7956989247311828,0.04422238171221074,0.9021739130434783
adaptive_band_score,105,126,124,-0.005403281750455437,0.127864405752939,0.06233108050776171,1.0,0.04361326551728944,1.0
adaptive_band_score,43,188,186,-0.005717775570673375,0.049729137470258804,0.041868834749927863,0.776595744680851,0.043313859824680286,0.8870967741935484
adaptive_band_score,2,229,227,-0.00019072467841052795,0.002038251020957698,0.005753756980527343,0.5764192139737991,0.04247829916464171,0.5991189427312775
adaptive_band_score,53,178,176,0.0024606208385548494,0.06850212445985104,0.019691015630313124,0.8707865168539326,0.042437608948827324,0.9318181818181818
adaptive_volatility_band_score,130,101,99,0.007953868347789385,0.16721797856160556,0.12509513913802053,1.0,0.042297387569428274,1.0
adaptive_volatility_band_score,74,157,155,0.009845769554097222,0.09311973339673431,0.1499354137520031,0.9936305732484076,0.04197099280171051,0.9806451612903225
adaptive_volatility_band_score,76,155,153,0.010863388116788351,0.0954244955936546,0.16874601893809846,1.0,0.041512839956897155,0.9738562091503268
adaptive_band_score,52,179,177,0.0017650206121155659,0.0668248257377971,0.014060772946678592,0.8547486033519553,0.04087980589132007,0.943502824858757
adaptive_band_score,41,190,188,-0.0023769579780325255,0.05001775527634194,0.01722925525110408,0.8157894736842105,0.04026321833342849,0.898936170212766
adaptive_band_score,31,200,198,0.012532091560258156,0.05000380498868527,0.10457882133643998,0.755,0.039788492335381564,0.8888888888888888
ma_crossover_score,5,226,224,-0.010401256283343359,0.008189019746439584,0.22577490246305998,0.6061946902654868,0.03958936027099005,0.5446428571428571
adaptive_volatility_band_score,71,160,158,0.009425546422218826,0.08984331375571634,0.14016537013828279,0.9875,0.03898961704151193,0.9620253164556962
adaptive_band_score,106,125,123,-0.007500176512595018,0.12749576321148187,0.08857062523136973,1.0,0.0389824626126233,1.0
adaptive_band_score,54,177,175,0.006825590400121461,0.0733411545606764,0.05480993588110079,0.8757062146892656,0.038263564241085096,0.9257142857142857
adaptive_volatility_band_score,70,161,159,0.010730222733609376,0.08867883330322064,0.1576070064760119,0.9813664596273292,0.03814967465336452,0.9622641509433962
adaptive_band_score,35,196,194,0.009427470007796016,0.05199143393673786,0.07094179046023211,0.7397959183673469,0.03629347195744031,0.8969072164948454
adaptive_band_score,29,202,200,0.010959706259363279,0.04629748119039502,0.09739127707634072,0.7722772277227723,0.036053180563194814,0.86
adaptive_band_score,90,141,139,-0.0074042154718873595,0.10488201440585358,0.07776916695893776,1.0,0.0354160782211124,0.9928057553956835
adaptive_band_score,46,185,183,-0.004535568988144522,0.05452190368988262,0.03412992174927676,0.8162162162162162,0.034597286467987855,0.907103825136612
adaptive_band_score,44,187,185,-0.005877093965847042,0.05095774643438286,0.043226272988684915,0.786096256684492,0.034344513257655834,0.8972972972972973
adaptive_volatility_band_score,123,108,106,0.012391014603499792,0.1579939528182436,0.21368815149526957,1.0,0.03219500185910826,1.0
adaptive_band_score,89,142,140,-0.008601665126285695,0.1023877681291544,0.08879286026354136,1.0,0.03216205872305053,0.9928571428571429
adaptive_volatility_band_score,72,159,157,0.009698482947465168,0.09104429400548952,0.14579821289273848,0.9874213836477987,0.03148489463968525,0.9681528662420382
adaptive_band_score,33,198,196,0.01558036433022999,0.05500401117044954,0.12250685954034674,0.7272727272727273,0.031213183544542857,0.8979591836734694
adaptive_band_score,11,220,218,-0.001040999543506333,0.01237486560193665,0.014052151760583591,0.6181818181818182,0.03102755658966749,0.7293577981651376
adaptive_band_score,112,119,117,-0.006806721187208085,0.13547733731900705,0.09103282456759255,1.0,0.030797611300949743,1.0
adaptive_band_score,87,144,142,-0.00786645681457059,0.10026203002348963,0.07807293809128256,1.0,0.030018601386098857,0.9859154929577465
fear_greed_candle_volume_score,27,204,202,0.008382237083389563,0.03425460521569532,0.01983431778974375,0.7647058823529411,0.029369897962645504,0.8613861386138614
adaptive_band_score,50,181,179,0.0012276223473495676,0.0642101817288225,0.009689026669226601,0.856353591160221,0.029351298915622756,0.9273743016759777
ma_crossover_score,10,221,219,-0.007611238886416896,0.013780409859576138,0.1194565615795909,0.6289592760180995,0.029294363803656277,0.726027397260274
adaptive_band_score,51,180,178,0.003509476108147752,0.06730650493504364,0.027752597187303545,0.8666666666666667,0.029191779078340366,0.9438202247191011
ma_crossover_score,11,220,218,-0.00549780389282338,0.014632505060774154,0.08302638520495872,0.6181818181818182,0.028844170275931256,0.7293577981651376
adaptive_volatility_band_score,68,163,161,0.009333909045797891,0.08596077511947016,0.1337151259320408,0.9693251533742331,0.028747404177507044,0.9565217391304348
adaptive_band_score,113,118,116,-0.005603329408498563,0.13773173120759344,0.07466149727617451,1.0,0.02866112732649642,1.0
fear_greed_candle_volume_score,10,221,219,-0.0013486014933613455,0.011910597812836774,0.0043412994847264125,0.6289592760180995,0.02856968056977674,0.726027397260274
adaptive_band_score,26,205,203,0.010797502052480147,0.042504291464066216,0.10445026734717466,0.7658536585365854,0.028397959303013986,0.8522167487684729
fear_greed_candle_volume_score,12,219,217,0.0030153976649896588,0.014654964975269144,0.009062082876253236,0.6712328767123288,0.027244735623051995,0.7235023041474654
ma_crossover_score,6,225,223,-0.011153413189141157,0.009541290339373289,0.22415957240451287,0.6311111111111111,0.027191749022882978,0.5605381165919282
fear_greed_candle_volume_score,16,215,213,0.010988420400009132,0.020367098298119498,0.03014668888241447,0.6976744186046512,0.02587275223003344,0.7511737089201878
ma_crossover_score,9,222,220,-0.009369336959118277,0.012834764466492782,0.15384324264789037,0.6306306306306306,0.02562928975479787,0.7
adaptive_band_score,47,184,182,-0.003993473289264076,0.05615364337733465,0.030374940935784092,0.8315217391304348,0.025199138611718106,0.9010989010989011
fear_greed_candle_volume_score,22,209,207,0.006479063039313292,0.028247076700400123,0.016915858421875988,0.7320574162679426,0.024827940299381134,0.7922705314009661
adaptive_band_score,1,230,228,-0.0004083130584178882,0.000733535336110375,0.01705873104819834,0.5652173913043478,0.02467001718547004,0.5921052631578947
adaptive_volatility_band_score,125,106,104,0.011132898769175314,0.16054952366050157,0.1825405887894679,1.0,0.02356912071919258,1.0
adaptive_band_score,16,215,213,-0.0056328397567621665,0.015265500568773908,0.06176930008330842,0.6976744186046512,0.02297050205475071,0.7511737089201878
ma_crossover_score,8,223,221,-0.010677072590362695,0.011874600147585013,0.1854601955198972,0.6233183856502242,0.022529776789532517,0.7149321266968326
ma_crossover_score,12,219,217,-0.0027119789827897835,0.015292186431635406,0.03970874307095299,0.6712328767123288,0.021911503283612608,0.7235023041474654
fear_greed_candle_volume_score,14,217,215,0.023122926507739727,0.017696268326710847,0.0655898883174831,0.7096774193548387,0.021569432316636317,0.7534883720930232
ma_crossover_score,7,224,222,-0.011349142194865564,0.010821678890740373,0.21169711713647082,0.6473214285714286,0.020469972049616585,0.6396396396396397
adaptive_band_score,107,124,122,-0.011111823853831004,0.12574734368355206,0.1350679955337751,1.0,0.020256146070644753,1.0
fear_greed_candle_volume_score,18,213,211,0.006163697045867876,0.022983137169307256,0.01667465551088884,0.7183098591549296,0.019980524064339943,0.7867298578199052
fear_greed_candle_volume_score,20,211,209,0.01486637003273789,0.02580221606675987,0.03964986801159082,0.7298578199052133,0.01847856483946311,0.7894736842105263
adaptive_band_score,86,145,143,-0.0024982398221591235,0.1037007216936275,0.024549029746044726,1.0,0.01806774049376097,0.986013986013986
adaptive_band_score,70,161,159,-0.007824834787071577,0.08088431831818019,0.07127238144637146,0.9813664596273292,0.017847495264390507,0.9622641509433962
adaptive_volatility_band_score,42,189,187,0.011784222358637035,0.05448536859575154,0.1458433408494795,0.798941798941799,0.017367618175773966,0.8877005347593583
fear_greed_candle_volume_score,9,222,220,0.01759871936949456,0.010718395692021177,0.05922214432248269,0.6306306306306306,0.017360453452005587,0.6954545454545454
adaptive_band_score,17,214,212,-0.005633456000587437,0.01658919151426,0.06133464433791202,0.705607476635514,0.017239053465154912,0.7547169811320755
fear_greed_candle_volume_score,15,216,214,0.01896080972870507,0.019084093046201338,0.05296836648914078,0.6944444444444444,0.01688614137153242,0.7570093457943925
fear_greed_candle_volume_score,21,210,208,0.016814957839121073,0.027094228320137807,0.04436667676264568,0.7380952380952381,0.016268787873144012,0.7788461538461539
adaptive_band_score,25,206,204,0.007736894095674763,0.0385246962652489,0.07630026506867083,0.7621359223300971,0.01529461269470672,0.8431372549019608
adaptive_volatility_band_score,67,164,162,0.008981130168676594,0.08448716232963802,0.12655832425471553,0.9695121951219512,0.015105092094513222,0.9629629629629629
fear_greed_candle_volume_score,13,218,216,0.011463893736797051,0.01612242845674109,0.03332863182500473,0.6880733944954128,0.01502127437957247,0.7175925925925926
adaptive_volatility_band_score,41,190,188,0.0121289235285144,0.05327670097759246,0.15042080134409722,0.8157894736842105,0.014964769265766066,0.898936170212766
adaptive_band_score,28,203,201,0.010863230329081663,0.04501412418901209,0.09953909612025942,0.7881773399014779,0.014860032675312274,0.8507462686567164
adaptive_band_score,71,160,158,-0.006887414991188049,0.08301044755006924,0.06354025353617207,0.9875,0.01484106688618571,0.9620253164556962
adaptive_band_score,77,154,152,0.00211616760720993,0.09715524103532157,0.019033833568858592,0.9935064935064936,0.01462348907458089,0.9605263157894737
adaptive_band_score,39,192,190,0.0015588667106826175,0.05070930734462247,0.011347314152425843,0.8072916666666666,0.013103145803664435,0.9052631578947369
adaptive_band_score,88,143,141,-0.009263719174383303,0.10028252406913182,0.09406009292140383,1.0,0.012663396226989102,0.9929078014184397
adaptive_band_score,108,123,121,-0.012814777908851471,0.12562687777219037,0.16041651946943522,1.0,0.01162415056030292,1.0
adaptive_band_score,40,191,189,-0.0005195875685247705,0.05029607537458686,0.0037650378089740684,0.806282722513089,0.010381498760582803,0.8888888888888888
adaptive_band_score,74,157,155,-0.0011562079034122784,0.09126787892918524,0.01098023616450459,0.9936305732484076,0.010369183008530018,0.9806451612903225
adaptive_band_score,85,146,144,-0.0007070789302024493,0.10392124837837297,0.0068691574278036465,1.0,0.010063149189741624,0.9791666666666666
adaptive_band_score,75,156,154,-0.001321308488875779,0.09217156560863067,0.012729219691416147,0.9935897435897436,0.009067366695280472,0.974025974025974
adaptive_volatility_band_score,3,228,226,0.0012826889780769614,0.003474462072068151,0.055052385221435275,0.5964912280701754,0.00812729843643911,0.6017699115044248
fear_greed_candle_volume_score,23,208,206,0.0042316841734606325,0.029423769624302362,0.010892100533711958,0.7644230769230769,0.007664670870440572,0.8252427184466019
adaptive_band_score,27,204,202,0.010470857778946959,0.043424849945980296,0.09868668388097199,0.7647058823529411,0.007629663636796213,0.8613861386138614
adaptive_band_score,84,147,145,-0.002257434341877371,0.10136896554254785,0.021697888103121385,1.0,0.007165100066643717,0.9724137931034482
ma_crossover_score,16,215,213,0.00978869394549292,0.017922020249794602,0.1302901354097313,0.6976744186046512,0.006655997700388449,0.7511737089201878
adaptive_band_score,72,159,157,-0.003942357235275971,0.08673845720513175,0.03677432617444195,0.9874213836477987,0.006439663566731881,0.9681528662420382
adaptive_volatility_band_score,2,229,227,-1.0894372341413184e-05,0.002204888795224271,0.0005600878229690287,0.5764192139737991,0.006406144270065676,0.5991189427312775
adaptive_volatility_band_score,15,216,214,0.007629407115788407,0.019648665377669176,0.15458660195524307,0.6944444444444444,0.005879751943423769,0.7570093457943925
adaptive_band_score,73,158,156,-0.0027497828764206397,0.08877723840401057,0.02597683635162726,1.0,0.00581640848701022,0.9615384615384616
adaptive_volatility_band_score,13,218,216,0.006061736744938647,0.016603143411896885,0.1289011351735623,0.6880733944954128,0.00536962762678468,0.7175925925925926
ma_crossover_score,15,216,214,0.0069890697826681895,0.017226027949709927,0.09481331793423962,0.6944444444444444,0.0050184377905925105,0.7570093457943925
adaptive_volatility_band_score,18,213,211,0.003943402822740776,0.023294689960405384,0.07700076915429645,0.7183098591549296,0.004904911299673291,0.7867298578199052
adaptive_band_score,48,183,181,-0.0013094422932900497,0.05967672264763478,0.01006462024249328,0.8360655737704918,0.004569173919404648,0.8784530386740331
adaptive_band_score,76,155,153,0.0017417144209259632,0.09583180915801177,0.01639905323190738,1.0,0.004164051868824554,0.9738562091503268
ma_crossover_score,17,214,212,0.01154696979934969,0.018823609264876844,0.15262495592274572,0.705607476635514,0.0031735833107919965,0.7547169811320755
adaptive_band_score,24,207,205,0.005780340819292491,0.03565389192422947,0.05830577255274067,0.7632850241545893,0.0020817926515489028,0.824390243902439
adaptive_band_score,12,219,217,-0.0011079650605665633,0.013660265441624646,0.014497800565094431,0.6712328767123288,0.00151673791327043,0.7235023041474654
adaptive_volatility_band_score,17,214,212,0.006351620035470828,0.022207179189599382,0.12535742231625274,0.705607476635514,0.0012948686711146834,0.7547169811320755
adaptive_band_score,69,162,160,-0.00724306146475067,0.08015281794154833,0.06494328319217084,0.9753086419753086,0.0010621974031121972,0.9625
ma_crossover_score,14,217,215,0.003731380414097297,0.016578556342753497,0.05147192976670347,0.7096774193548387,0.00037001614052629934,0.7581395348837209
adaptive_volatility_band_score,12,219,217,0.005157262155634317,0.01511528628077246,0.1134700277699065,0.6712328767123288,0.00026658449666134627,0.7235023041474654
adaptive_band_score,18,213,211,-0.004240588506324956,0.019166041016614434,0.04583809802709407,0.7183098591549296,6.13402265143226e-05,0.7867298578199052
fear_greed_candle_volume_score,129,102,100,0.0,0.16502875123330596,-7.277941376391358e-16,1.0,1.2451483966334732e-15,1.0
fear_greed_candle_volume_score,124,107,105,0.0,0.15846291357265907,-3.4192925831356137e-16,1.0,1.060430398627468e-15,1.0
fear_greed_candle_volume_score,128,103,101,0.0,0.16359977671615303,-6.338575124942606e-16,1.0,7.249336707461216e-16,1.0
fear_greed_candle_volume_score,117,114,112,0.0,0.1475427663279541,,1.0,4.924967530273855e-16,1.0
fear_greed_candle_volume_score,127,104,102,0.0,0.162256383628183,2.6513560647238783e-16,1.0,0.0,1.0
fear_greed_candle_volume_score,119,112,110,0.0,0.15073478034424578,,1.0,-1.3431426401828016e-16,1.0
fear_greed_candle_volume_score,123,108,106,0.0,0.15704741141590967,1.7860509970958797e-15,1.0,-3.5449762141603557e-16,1.0
fear_greed_candle_volume_score,130,101,99,0.0,0.16650337973730278,5.337982433539019e-16,1.0,-8.573413523000882e-16,1.0
fear_greed_candle_volume_score,125,106,104,0.0,0.15980662086432704,6.997988125166547e-16,1.0,-1.0166016488944654e-15,1.0
adaptive_volatility_band_score,36,195,193,0.012295594753192066,0.046403772271249984,0.15852235894052832,0.7333333333333333,-0.0015170383798562585,0.8860103626943006
adaptive_volatility_band_score,64,167,165,0.010568770281333248,0.08059305376042954,0.14511828072474336,0.9580838323353293,-0.0027669636625447334,0.9636363636363636
adaptive_volatility_band_score,66,165,163,0.009507549254053121,0.08313486931903326,0.13209644268063567,0.9696969696969697,-0.003049187913885111,0.9631901840490797
adaptive_band_score,111,120,118,-0.006037176891891236,0.13492969876508817,0.08023244156575868,1.0,-0.0034944694603503837,1.0
ma_crossover_score,18,213,211,0.01226696001154827,0.01997524984807557,0.160888678442706,0.7183098591549296,-0.003564086378892074,0.7867298578199052
adaptive_band_score,109,122,120,-0.01318149848189229,0.1265776364790646,0.1679731229206617,1.0,-0.004021726345996428,1.0
adaptive_band_score,13,218,216,-0.0020942601126405767,0.014190360487631455,0.026504765222348355,0.6880733944954128,-0.005764935119687732,0.7175925925925926
adaptive_band_score,10,221,219,-0.0012164240509027423,0.010859566013184208,0.01705613177786397,0.6289592760180995,-0.0068513556532214595,0.726027397260274
adaptive_volatility_band_score,55,176,174,0.008408369864085103,0.06922305873144001,0.11368906715629794,0.875,-0.007528291447253761,0.9252873563218391
adaptive_volatility_band_score,62,169,167,0.011939594407880534,0.07802550181132582,0.16130130808187257,0.9467455621301775,-0.007654689162207835,0.9700598802395209
adaptive_volatility_band_score,56,175,173,0.010308552969873578,0.07062505325588084,0.13956212425077835,0.8685714285714285,-0.008668302607721405,0.930635838150289
ma_crossover_score,13,218,216,0.0003765699205783571,0.015925351684925534,0.005330969087089566,0.6880733944954128,-0.010114562630966235,0.7175925925925926
ma_crossover_score,19,212,210,0.011918691806674049,0.021413213581043807,0.15494466757397315,0.7264150943396226,-0.010753390928069916,0.780952380952381
adaptive_band_score,83,148,146,-0.004670557695416495,0.09804513948112027,0.044380271943179256,1.0,-0.011244830009591247,0.9794520547945206
adaptive_volatility_band_score,63,168,166,0.011185992524840586,0.07928038988271761,0.15206269232010522,0.9523809523809523,-0.012164415243243324,0.9698795180722891
adaptive_volatility_band_score,19,212,210,0.0046047041806656025,0.024760295287770823,0.08880190610111743,0.7264150943396226,-0.012515662142103841,0.780952380952381
fear_greed_candle_volume_score,17,214,212,0.009689924893071149,0.021676717950416202,0.0263990362379859,0.705607476635514,-0.012708988294559524,0.7547169811320755
adaptive_band_score,49,182,180,-0.0013839880656296279,0.06074897169496819,0.010823388308710132,0.8571428571428571,-0.013561810153079853,0.9
adaptive_volatility_band_score,39,192,190,0.013108608639468694,0.050630921201722974,0.16434602518818928,0.8072916666666666,-0.013754709081001074,0.9052631578947369
adaptive_band_score,15,216,214,-0.0017234292759233086,0.017378017450994987,0.019247352132637303,0.6944444444444444,-0.01413360930706098,0.7570093457943925
adaptive_volatility_band_score,37,194,192,0.011938014111134909,0.04774734846677722,0.1521489780382771,0.7731958762886598,-0.014583131499643368,0.8854166666666666
adaptive_volatility_band_score,16,215,213,0.007917514102380448,0.021023039496475125,0.15749686050275288,0.6976744186046512,-0.015110484511443298,0.7511737089201878
adaptive_volatility_band_score,5,226,224,0.0017589652947542845,0.005873882151077741,0.05764135510104167,0.6106194690265486,-0.015396190538029706,0.6741071428571429
adaptive_volatility_band_score,44,187,185,0.012356665380947303,0.057202695686648354,0.15468497809805762,0.786096256684492,-0.01594531341285704,0.8972972972972973
ma_crossover_score,20,211,209,0.0105031330019567,0.02307550743226633,0.13468097262307188,0.7298578199052133,-0.016969568853832648,0.7894736842105263
adaptive_volatility_band_score,14,217,215,0.006649002121978979,0.018098124320252602,0.13741954696599237,0.7096774193548387,-0.018133840181928172,0.7581395348837209
adaptive_volatility_band_score,43,188,186,0.01300845653662466,0.0559322922806363,0.16231688953291434,0.776595744680851,-0.018222130509270837,0.8870967741935484
adaptive_volatility_band_score,35,196,194,0.010077126356264648,0.04475357399035925,0.1315491147740963,0.7397959183673469,-0.01835310133848265,0.8969072164948454
adaptive_volatility_band_score,54,177,175,0.007827228618535584,0.06814617583952456,0.10540909274849347,0.8757062146892656,-0.018805923835639754,0.9257142857142857
adaptive_volatility_band_score,11,220,218,0.0042359709563656,0.01368669162081413,0.0961294033052632,0.6181818181818182,-0.019551246806539548,0.7293577981651376
adaptive_volatility_band_score,65,166,164,0.01034794667667901,0.08193186246011681,0.1431127562292801,0.963855421686747,-0.019616857890289097,0.9573170731707317
adaptive_volatility_band_score,61,170,168,0.013097450747718573,0.07679862821008782,0.17556366938703463,0.9470588235294117,-0.019809484764205392,0.9642857142857143
adaptive_volatility_band_score,46,185,183,0.012403631320823337,0.05967403060978245,0.1578699476426525,0.8162162162162162,-0.019866397367642178,0.907103825136612
adaptive_band_score,20,211,209,-0.0005332248840297748,0.025189180104368734,0.005680321600918871,0.7298578199052133,-0.020266802737732573,0.7894736842105263
adaptive_band_score,19,212,210,-0.0028142763149368905,0.021811851105176867,0.030214685432997598,0.7264150943396226,-0.020481734510832673,0.780952380952381
fear_greed_candle_volume_score,29,202,200,-0.006593829051231024,0.03656043518857515,0.014716606542994972,0.7722772277227723,-0.020794582155489877,0.86
fear_greed_candle_volume_score,37,194,192,-0.008412190529397718,0.04644636153996936,0.015594918341219753,0.7731958762886598,-0.02105742675179457,0.8854166666666666
fear_greed_candle_volume_score,28,203,201,-0.0011437156511717552,0.035409945200714506,0.0026315842350077313,0.7881773399014779,-0.021123758260259824,0.8507462686567164
fear_greed_candle_volume_score,36,195,193,-0.008459680449331847,0.045018885902432776,0.015817499730350123,0.7333333333333333,-0.02151655837335064,0.8860103626943006
adaptive_band_score,68,163,161,-0.012023138480631647,0.07470740323740314,0.1055879633525525,0.9693251533742331,-0.021729063821506616,0.9565217391304348
adaptive_volatility_band_score,45,186,184,0.012557758583311105,0.05849653600831757,0.15799795162920868,0.7956989247311828,-0.02204587267647756,0.9021739130434783
adaptive_volatility_band_score,34,197,195,0.010465924961515324,0.04355794283130676,0.1392113192994455,0.7411167512690355,-0.023009046176736228,0.8717948717948718
adaptive_volatility_band_score,26,205,203,0.0029037368682447674,0.033239180519438846,0.04977325610223229,0.7658536585365854,-0.023300822937479416,0.8522167487684729
adaptive_volatility_band_score,52,179,177,0.007548207766249806,0.06600602060080464,0.10083921933168183,0.8547486033519553,-0.024990263860982635,0.943502824858757
ma_crossover_score,21,210,208,0.008663458656495723,0.024761039957569154,0.10875494355130895,0.7380952380952381,-0.02531746259615931,0.7788461538461539
adaptive_volatility_band_score,60,171,169,0.013268010621080177,0.07567210772472653,0.17675229064905132,0.9415204678362573,-0.025683408182192186,0.9644970414201184
adaptive_band_score,21,210,208,0.0005061814262641435,0.027381987619189748,0.005333499481241604,0.7380952380952381,-0.02582502428608525,0.7788461538461539
adaptive_volatility_band_score,29,202,200,0.003775707664883623,0.037026323900879544,0.05903302577645804,0.7722772277227723,-0.025894042068424473,0.86
adaptive_volatility_band_score,31,200,198,0.007510612278270659,0.039810508880309355,0.10955210557274625,0.755,-0.027673887149367346,0.8888888888888888
adaptive_volatility_band_score,57,174,172,0.0113807597266917,0.07193438057292312,0.15301304857872253,0.8850574712643678,-0.02810349390739559,0.9418604651162791
adaptive_band_score,9,222,220,0.0005974410290403615,0.011082391172621008,0.008758702248303198,0.6306306306306306,-0.028920843671411314,0.7
adaptive_volatility_band_score,4,227,225,0.0013337677292410365,0.0046636326909029,0.049196631721117115,0.6123348017621145,-0.029158653821780758,0.6355555555555555
fear_greed_candle_volume_score,11,220,218,0.0026081776334415923,0.013307883950573274,0.008084497531757712,0.6181818181818182,-0.02932309943415267,0.7293577981651376
adaptive_volatility_band_score,47,184,182,0.010014986484282437,0.06059297813280324,0.12886457335642218,0.8315217391304348,-0.029380349139306157,0.9010989010989011
adaptive_volatility_band_score,50,181,179,0.008089648994947306,0.06386278307193757,0.10682787354526387,0.856353591160221,-0.02982671340304802,0.9273743016759777
adaptive_band_score,14,217,215,-0.0027151965853555713,0.01509551435162453,0.03246874143755987,0.7096774193548387,-0.030514496532155218,0.7581395348837209
