feature_column,target_horizon_days,selection_rows,evaluation_rows,coefficient,intercept,selection_correlation,selection_directional_accuracy,evaluation_correlation,evaluation_directional_accuracy
adaptive_volatility_band_score,106,125,123,0.020510824182699627,0.13651453343796605,0.3966705192163087,1.0,0.1438621397847079,1.0
adaptive_volatility_band_score,103,128,126,0.019123002613347227,0.13245059032071194,0.3564492989067202,1.0,0.14361287848767498,1.0
fear_greed_candle_volume_score,91,140,138,0.0061537503341673894,0.11275253413797122,0.018829957467707496,1.0,0.1426511946381003,1.0
ma_crossover_score,38,193,191,-0.038082855845081066,0.05957311602545509,0.27911094015793275,0.7979274611398963,0.14241839310127646,0.9162303664921466
adaptive_band_score,116,115,113,-0.002050547548251426,0.14418997254595778,0.027287345463503504,1.0,0.14069637053498688,1.0
adaptive_band_score,119,112,110,-0.002295128392862321,0.14879011600100242,0.029300554217643805,1.0,0.13974243962766353,1.0
ma_crossover_score,40,191,189,-0.03589610572601165,0.06157796442581165,0.2587705199699003,0.806282722513089,0.1385619297667154,0.8888888888888888
ma_crossover_score,39,192,190,-0.03688439637802163,0.06057332134881179,0.2683254598564668,0.8072916666666666,0.1380636468160429,0.9052631578947369
adaptive_volatility_band_score,109,122,120,0.018629618482117017,0.13978705699330743,0.382002343665269,1.0,0.13804155803681656,1.0
fear_greed_candle_volume_score,102,129,127,0.04645378322020954,0.12908965976082773,0.14891050514639348,1.0,0.13751014390260333,1.0
fear_greed_candle_volume_score,92,139,137,0.03236347290068905,0.11460177314375483,0.0995225818808621,1.0,0.13696882932809362,1.0
ma_crossover_score,30,201,199,-0.028499066108883125,0.04639135384511224,0.25213073384032175,0.7512437810945274,0.13646433804837918,0.8793969849246231
adaptive_volatility_band_score,85,146,144,0.015043935250536196,0.10630211030542895,0.25197114682563404,1.0,0.13572173332496798,0.9791666666666666
fear_greed_candle_volume_score,104,127,125,0.0504257750275209,0.13179888421314132,0.16451631162260302,1.0,0.13503323022288113,1.0
fear_greed_candle_volume_score,99,132,130,0.05606106808293437,0.12511227177366427,0.17521125507978033,1.0,0.1333105220277843,1.0
fear_greed_candle_volume_score,94,137,135,0.038609628793116656,0.1177450606165965,0.11888561010379009,1.0,0.13305832484248473,1.0
fear_greed_candle_volume_score,98,133,131,0.04795943479007129,0.12352289819878152,0.1484781507281223,1.0,0.13235316016810106,1.0
adaptive_volatility_band_score,120,111,109,0.009704831949120267,0.15314340315728628,0.1870015276474811,1.0,0.13145929280038646,1.0
fear_greed_candle_volume_score,107,124,122,0.062206283152332294,0.13574410826345326,0.15492505886523716,1.0,0.13076380873187027,1.0
adaptive_volatility_band_score,105,126,124,0.02040576508834503,0.13521631865638478,0.3872707911029902,1.0,0.13009456248705178,1.0
fear_greed_candle_volume_score,108,123,121,0.08430545895065286,0.13724741203783328,0.21631959987815738,1.0,0.13004587537866844,1.0
adaptive_volatility_band_score,112,119,117,0.017363102142398126,0.14304096058726468,0.37058083446426576,1.0,0.12969773298757678,1.0
fear_greed_candle_volume_score,96,135,133,0.054339960680967685,0.12089532655562593,0.16704004320542445,1.0,0.1283875209580364,1.0
fear_greed_candle_volume_score,97,134,132,0.05375764626904539,0.12214563039564749,0.1648695189230703,1.0,0.12743836849224088,1.0
ma_crossover_score,29,202,200,-0.023096428749190743,0.04347173170366043,0.21276895904800305,0.7722772277227723,0.12694145614184385,0.86
adaptive_volatility_band_score,84,147,145,0.015490705824888073,0.10517903444275344,0.2566978250449379,1.0,0.12684889485828424,0.9724137931034482
fear_greed_candle_volume_score,109,122,120,0.08406063028701576,0.13849886467508074,0.21966195447504258,1.0,0.1257371637648328,1.0
adaptive_volatility_band_score,113,118,116,0.016299649381451158,0.14431000841779282,0.34319746038311655,1.0,0.1254105894973878,1.0
adaptive_volatility_band_score,107,124,122,0.020461960982453793,0.13770913468025897,0.40497223085063516,1.0,0.12370931004424343,1.0
fear_greed_candle_volume_score,101,130,128,0.04862875605350803,0.12786280808617687,0.15438882948917934,1.0,0.12307937885742676,1.0
fear_greed_candle_volume_score,100,131,129,0.056198961245162216,0.1265132594137185,0.1760157596178717,1.0,0.12291022174538131,1.0
fear_greed_candle_volume_score,95,136,134,0.037605646629825136,0.11927621006825541,0.11637859841852582,1.0,0.12227408279266573,1.0
fear_greed_candle_volume_score,2,229,227,0.02482039691581954,0.002422568302082178,0.17165530569559667,0.5851528384279476,0.12114887241702905,0.6123348017621145
ma_crossover_score,28,203,201,-0.017816964519089627,0.04061438799061982,0.17169349683644886,0.7881773399014779,0.1190688914579273,0.8507462686567164
adaptive_volatility_band_score,108,123,121,0.019014666333364547,0.13871826552130778,0.38531326236428537,1.0,0.11841941036604475,1.0
adaptive_volatility_band_score,83,148,146,0.01519780966149359,0.10392238523997009,0.24890138344670282,1.0,0.11530694111582995,0.9794520547945206
fear_greed_candle_volume_score,105,126,124,0.057863856711222746,0.13294197139678354,0.1366726651613658,1.0,0.11424108646097164,1.0
fear_greed_candle_volume_score,113,118,116,0.07339120024180035,0.14310030555359898,0.20088852619629813,1.0,0.11221708337265161,1.0
fear_greed_candle_volume_score,106,125,123,0.056676455858827045,0.13435105868415828,0.13709750653243785,1.0,0.11219594063756883,1.0
adaptive_band_score,115,116,114,-0.0007950433847791421,0.14389771145964989,0.010658143775955866,1.0,0.10953647776072088,1.0
fear_greed_candle_volume_score,110,121,119,0.07422495912280044,0.13966526189972261,0.1990237077184813,1.0,0.10515720268651126,1.0
ma_crossover_score,27,204,202,-0.01234307362692165,0.03769687255021848,0.12485859344340029,0.7647058823529411,0.10503933127586958,0.8613861386138614
adaptive_band_score,99,132,130,-0.004472492346582439,0.12041057006625767,0.04857349391740626,1.0,0.10499986422108479,1.0
