rank,objective_value,w1,w2,w3,w4
1,0.154679135902395,1.0,0.0,0.0,0.0
2,0.14416153997355244,0.9,0.1,0.0,0.0
3,0.13980591832999736,0.9,0.0,0.0,0.09999999999999998
4,0.1335271996265849,0.8,0.2,0.0,0.0
5,0.133088695157063,0.9,0.0,0.1,0.0
6,0.12921559060634896,0.8,0.1,0.0,0.09999999999999998
7,0.12483207479441871,0.8,0.0,0.0,0.19999999999999996
8,0.12277602775867383,0.7000000000000001,0.30000000000000004,0.0,0.0
9,0.12250292291136614,0.8,0.1,0.1,0.0
10,0.11850852312071007,0.7000000000000001,0.2,0.0,0.09999999999999987
