rank,objective_value,w1,w2,w3,w4
1,0.15074586201662388,1.0,0.0,0.0,0.0
2,0.13661536520985373,0.9,0.0,0.0,0.09999999999999998
3,0.13579771692479015,0.9,0.0,0.1,0.0
4,0.12367614662150922,0.9,0.1,0.0,0.0
5,0.12234448233576734,0.8,0.0,0.0,0.19999999999999996
6,0.1216394428077609,0.8,0.0,0.1,0.09999999999999998
7,0.12069701254336734,0.8,0.0,0.2,0.0
8,0.10943975687285243,0.8,0.1,0.0,0.09999999999999998
9,0.1085971131391983,0.8,0.1,0.1,0.0
10,0.10793323741555814,0.7000000000000001,0.0,0.0,0.29999999999999993
