vol_window,upper_k,lower_k,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
5,1.0000000000000036,0.5000000000000031,125,20,10.249999999999972,0.06303571064279834,0.6,0.00312843663682143,5.6,0.01303626451765827,2.200000000000017,0.04999944612514007,1
5,1.1000000000000032,0.5000000000000031,125,19,9.819999999999965,0.060343688525151595,0.5789473684210527,0.0031594690738025776,5.7368421052631575,0.01303626451765827,2.200000000000017,0.047307424007493326,2
5,1.2000000000000037,0.5000000000000031,125,18,9.48999999999998,0.05828319260468717,0.5555555555555556,0.0032277604533260057,6.277777777777778,0.01303626451765827,2.200000000000017,0.045246928087028904,3
5,1.3000000000000043,0.5000000000000031,125,17,9.449999999999989,0.05802329551187779,0.5882352941176471,0.0034069440905010054,6.882352941176471,0.01303626451765827,2.200000000000017,0.04498703099421952,4
5,1.0000000000000036,0.400000000000003,125,20,9.329999999999984,0.05714986053572502,0.55,0.0028512599601746846,5.65,0.01303626451765827,2.200000000000017,0.04411359601806675,5
5,1.400000000000004,0.5000000000000031,125,14,9.25,0.056793447319334556,0.6428571428571429,0.004043342379162223,9.071428571428571,0.01303626451765827,2.200000000000017,0.043757182801676286,6
5,1.0000000000000036,0.30000000000000293,125,20,9.049999999999983,0.05539149377273067,0.5,0.0027681295959312846,5.75,0.01303626451765827,2.200000000000017,0.0423552292550724,7
5,1.1000000000000032,0.400000000000003,125,19,8.899999999999977,0.05447274369220101,0.5263157894736842,0.00286770415101653,5.7894736842105265,0.01303626451765827,2.200000000000017,0.04143647917454274,8
5,1.1000000000000032,0.30000000000000293,125,19,8.619999999999976,0.05271882980145692,0.47368421052631576,0.0027801985044445298,5.894736842105263,0.01303626451765827,2.200000000000017,0.039682565283798654,9
5,1.2000000000000037,0.400000000000003,125,18,8.569999999999993,0.052423656391421325,0.5,0.002919786368162955,6.333333333333333,0.01303626451765827,2.200000000000017,0.039387391873763056,10
5,1.3000000000000043,0.400000000000003,125,17,8.530000000000001,0.05216519830514388,0.5294117647058824,0.003080853882681305,6.9411764705882355,0.01303626451765827,2.200000000000017,0.03912893378748561,11
5,1.0000000000000036,0.7000000000000033,125,18,8.620000000000005,0.05212906316978039,0.6111111111111112,0.0028800981069207043,5.5,0.01303626451765827,2.200000000000017,0.03909279865212212,12
5,1.2000000000000037,0.30000000000000293,125,18,8.409999999999997,0.05141703405149656,0.5,0.0028667344315857182,6.388888888888889,0.01303626451765827,2.200000000000017,0.03838076953383829,13
5,1.3000000000000043,0.30000000000000293,125,17,8.370000000000005,0.05115882317524911,0.5294117647058824,0.003025135742377897,7.0,0.01303626451765827,2.200000000000017,0.038122558657590844,14
5,1.400000000000004,0.400000000000003,125,14,8.330000000000013,0.0509421595753905,0.5714285714285714,0.0036456763731448827,9.142857142857142,0.01303626451765827,2.200000000000017,0.03790589505773223,15
5,1.3000000000000043,0.7000000000000033,125,17,8.379999999999995,0.050655240633181275,0.5882352941176471,0.0029683058632213287,5.705882352941177,0.01303626451765827,2.200000000000017,0.037618976115523006,16
5,1.400000000000004,0.30000000000000293,125,14,8.170000000000016,0.049936954257766786,0.5714285714285714,0.003578018631347887,9.214285714285714,0.01303626451765827,2.200000000000017,0.03690068974010852,17
5,0.400000000000003,0.5000000000000031,125,24,8.139999999999986,0.04989749439279301,0.5416666666666666,0.0020993384172625826,4.416666666666667,0.01303626451765827,2.200000000000017,0.03686122987513474,18
5,1.1000000000000032,0.7000000000000033,125,17,8.189999999999998,0.04946466094856117,0.5882352941176471,0.002900173270023121,5.647058823529412,0.01303626451765827,2.200000000000017,0.0364283964309029,19
5,1.2000000000000037,0.7000000000000033,125,17,8.189999999999998,0.04946466094856117,0.5882352941176471,0.002900173270023121,5.647058823529412,0.01303626451765827,2.200000000000017,0.0364283964309029,20
5,1.400000000000004,0.7000000000000033,125,14,8.180000000000007,0.04943395708095677,0.6428571428571429,0.003508900748799258,7.642857142857143,0.01303626451765827,2.200000000000017,0.0363976925632985,21
10,1.5000000000000036,1.1000000000000032,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,22
10,1.5000000000000036,1.2000000000000037,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,23
10,1.600000000000004,1.1000000000000032,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,24
10,1.600000000000004,1.2000000000000037,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,25
10,1.7000000000000046,1.1000000000000032,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,26
10,1.7000000000000046,1.2000000000000037,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,27
10,1.8000000000000043,1.1000000000000032,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,28
10,1.8000000000000043,1.2000000000000037,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,29
10,1.900000000000004,1.1000000000000032,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,30
10,1.900000000000004,1.2000000000000037,120,4,8.010000000000048,0.04882382162993171,0.75,0.012065044598850744,11.25,-0.00046772684752094396,-0.07999999999998408,0.04929154847745265,31
5,0.9000000000000035,0.5000000000000031,125,22,7.809999999999974,0.04763633800175082,0.5454545454545454,0.00219169856152308,5.0,0.01303626451765827,2.200000000000017,0.03460007348409255,32
5,0.5000000000000031,0.5000000000000031,125,24,7.519999999999982,0.04597713516294766,0.5416666666666666,0.0019454128179458158,4.458333333333333,0.01303626451765827,2.200000000000017,0.03294087064528939,33
10,1.1000000000000032,1.1000000000000032,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,34
10,1.1000000000000032,1.2000000000000037,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,35
10,1.2000000000000037,1.1000000000000032,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,36
10,1.2000000000000037,1.2000000000000037,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,37
10,1.3000000000000043,1.1000000000000032,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,38
10,1.3000000000000043,1.2000000000000037,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,39
10,1.400000000000004,1.1000000000000032,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,40
10,1.400000000000004,1.2000000000000037,120,6,7.500000000000028,0.04564689063620819,0.6666666666666666,0.007535085714118132,5.0,-0.00046772684752094396,-0.07999999999998408,0.04611461748372914,41
5,0.400000000000003,0.400000000000003,125,24,7.219999999999999,0.04408438838147055,0.5,0.0018683578533902946,4.458333333333333,0.01303626451765827,2.200000000000017,0.031048123863812283,42
5,1.0000000000000036,0.6000000000000032,125,19,7.27000000000001,0.04383103059818927,0.5789473684210527,0.0023134142029650764,5.473684210526316,0.01303626451765827,2.200000000000017,0.030794766080531,43
5,1.0000000000000036,0.8000000000000034,125,15,7.250000000000028,0.043761732818618615,0.6,0.002912184578600215,5.4,0.01303626451765827,2.200000000000017,0.030725468300960346,44
