rank,objective_value,w1,w2,w3,w4
1,0.23692103418790603,1.0,0.0,0.0,0.0
2,0.2362880041747797,0.9,0.1,0.0,0.0
3,0.23556928853465225,0.8,0.2,0.0,0.0
4,0.23476487776212562,0.7000000000000001,0.30000000000000004,0.0,0.0
5,0.23387476107170224,0.6000000000000001,0.4,0.0,0.0
6,0.2328989263977341,0.5,0.5,0.0,0.0
7,0.23183736039426694,0.4,0.6000000000000001,0.0,0.0
8,0.23069004843477958,0.30000000000000004,0.7000000000000001,0.0,0.0
9,0.22945697461181977,0.2,0.8,0.0,0.0
10,0.2281381217365354,0.1,0.9,0.0,0.0
