rank,objective_value,w1,w2,w3,w4
1,0.23692103418790603,1.0,0.0,0.0,0.0
2,0.23680128262219385,0.9800000000000001,0.02,0.0,0.0
3,0.23667810390280314,0.9600000000000001,0.04,0.0,0.0
4,0.23655149796597996,0.9400000000000001,0.06,0.0,0.0
5,0.23642146474592224,0.92,0.08,0.0,0.0
6,0.2362880041747797,0.9,0.1,0.0,0.0
7,0.23488780069105336,0.9800000000000001,0.0,0.02,0.0
8,0.23476691949799255,0.9600000000000001,0.02,0.02,0.0
9,0.2346426109906089,0.9400000000000001,0.04,0.02,0.0
10,0.23451487510442434,0.92,0.06,0.02,0.0
