rank,objective_value,w1,w2,w3,w4
1,0.2082985432409731,1.0,0.0,0.0,0.0
2,0.2080930531135145,0.9800000000000001,0.0,0.0,0.019999999999999907
3,0.2078850364573092,0.9600000000000001,0.0,0.0,0.039999999999999925
4,0.20767449296396273,0.9400000000000001,0.0,0.0,0.05999999999999994
5,0.2074614223237262,0.92,0.0,0.0,0.07999999999999996
6,0.2072458242254954,0.9,0.0,0.0,0.09999999999999998
7,0.20613005519140534,0.9800000000000001,0.02,0.0,0.0
8,0.20592241272280803,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.20571224347824105,0.9400000000000001,0.02,0.0,0.039999999999999925
10,0.2056006179412194,0.9800000000000001,0.0,0.02,0.0
