vol_window,upper_k,lower_k,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
22,0.9000000000000035,2.6645352591003757e-15,1238,147,104.28000000000017,0.8780963292324078,0.54421768707483,0.004572536938341612,9.70748299319728,0.4308158545338543,54.019999999999996,0.4472804746985535,1
22,0.9000000000000035,0.10000000000000275,1238,142,104.49000000000018,0.8739831511368545,0.5422535211267606,0.004702475528071844,9.774647887323944,0.4308158545338543,54.019999999999996,0.44316729660300025,2
130,1.400000000000004,-1.799999999999999,1130,89,90.30000000000028,0.8418524181144493,0.5617977528089888,0.007490421234007766,16.56179775280899,0.5692294235983557,65.08,0.2726229945160936,3
130,1.5000000000000036,-1.799999999999999,1130,82,89.74000000000025,0.8329987839073487,0.5365853658536586,0.00808764209881055,18.0609756097561,0.5692294235983557,65.08,0.263769360308993,4
22,0.8000000000000034,0.10000000000000275,1238,149,101.3600000000002,0.8162595246246662,0.5167785234899329,0.004261656827331735,9.208053691275168,0.4308158545338543,54.019999999999996,0.38544367009081193,5
130,1.5000000000000036,-1.3999999999999986,1130,80,88.83000000000024,0.814982954587729,0.525,0.008157706463612026,18.425,0.5692294235983557,65.08,0.24575353098937325,6
22,1.0000000000000036,2.6645352591003757e-15,1238,134,97.80000000000014,0.813635509666679,0.5373134328358209,0.004764845623693368,10.895522388059701,0.4308158545338543,54.019999999999996,0.3828196551328247,7
22,0.8000000000000034,2.6645352591003757e-15,1238,155,100.60000000000021,0.8129903507889116,0.5290322580645161,0.004099530761545289,9.096774193548388,0.4308158545338543,54.019999999999996,0.3821744962550573,8
130,1.400000000000004,-1.6999999999999988,1130,87,87.92000000000024,0.8081867984689777,0.5517241379310345,0.007448378771891595,16.93103448275862,0.5692294235983557,65.08,0.23895737487062196,9
130,1.5000000000000036,-1.2999999999999985,1130,80,88.12000000000023,0.8041681298468046,0.525,0.008081591382986714,18.35,0.5692294235983557,65.08,0.23493870624844893,10
130,1.400000000000004,-2.099999999999999,1130,89,87.06000000000027,0.8039876872852314,0.5617977528089888,0.007260129919986264,16.584269662921347,0.5692294235983557,65.08,0.2347582636868757,11
130,1.400000000000004,-1.9999999999999991,1130,89,87.06000000000027,0.8039876872852314,0.5617977528089888,0.007260129919986264,16.584269662921347,0.5692294235983557,65.08,0.2347582636868757,12
22,0.9000000000000035,0.20000000000000284,1238,139,96.59000000000016,0.8033288731278461,0.5539568345323741,0.0045194328196110295,9.654676258992806,0.4308158545338543,54.019999999999996,0.3725130185939918,13
130,1.400000000000004,-1.899999999999999,1130,89,86.97000000000027,0.8029868927844874,0.5617977528089888,0.00725417183323332,16.573033707865168,0.5692294235983557,65.08,0.23375746918613172,14
130,1.400000000000004,-1.3999999999999986,1130,87,87.76000000000028,0.802705312491306,0.5517241379310345,0.007409778608717848,16.850574712643677,0.5692294235983557,65.08,0.23347588889295023,15
22,0.9000000000000035,-0.4999999999999978,1238,153,95.43000000000019,0.8023068716401742,0.5359477124183006,0.0041576501989315255,9.738562091503267,0.4308158545338543,54.019999999999996,0.37149101710631993,16
130,2.5000000000000053,-0.699999999999998,1130,31,86.54999999999998,0.8021185339580619,0.6451612903225806,0.020656473862378462,47.38709677419355,0.5692294235983557,65.08,0.23288911035970616,17
22,1.0000000000000036,0.10000000000000275,1238,130,97.20000000000014,0.8013713741353738,0.5307692307692308,0.004840799450148908,10.923076923076923,0.4308158545338543,54.019999999999996,0.37055551960151956,18
130,1.5000000000000036,-1.1999999999999984,1130,80,87.81000000000022,0.8008069584548516,0.525,0.008057736240990303,18.325,0.5692294235983557,65.08,0.2315775348564959,19
130,1.5000000000000036,-1.6999999999999988,1130,80,87.36000000000021,0.7994949921470889,0.525,0.008056851442879284,18.5,0.5692294235983557,65.08,0.23026556854873315,20
130,1.5000000000000036,-2.099999999999999,1130,82,86.50000000000024,0.7953160657479927,0.5365853658536586,0.007837691770177457,18.085365853658537,0.5692294235983557,65.08,0.22608664214963703,21
130,1.5000000000000036,-1.9999999999999991,1130,82,86.50000000000024,0.7953160657479927,0.5365853658536586,0.007837691770177457,18.085365853658537,0.5692294235983557,65.08,0.22608664214963703,22
130,1.5000000000000036,-1.5999999999999988,1130,80,87.02000000000024,0.7943338235854296,0.525,0.008019130741815558,18.45,0.5692294235983557,65.08,0.22510439998707388,23
130,1.5000000000000036,-1.899999999999999,1130,82,86.41000000000024,0.79432008198471,0.5365853658536586,0.007831225066262677,18.073170731707318,0.5692294235983557,65.08,0.22509065838635434,24
130,1.400000000000004,-2.3999999999999995,1130,89,86.32000000000026,0.7922528869284193,0.5617977528089888,0.007185256034312136,16.59550561797753,0.5692294235983557,65.08,0.22302346333006362,25
130,1.400000000000004,-2.2999999999999994,1130,89,86.32000000000026,0.7922528869284193,0.5617977528089888,0.007185256034312136,16.59550561797753,0.5692294235983557,65.08,0.22302346333006362,26
130,1.400000000000004,-2.1999999999999993,1130,89,86.32000000000026,0.7922528869284193,0.5617977528089888,0.007185256034312136,16.59550561797753,0.5692294235983557,65.08,0.22302346333006362,27
130,1.400000000000004,-1.2999999999999985,1130,87,87.05000000000027,0.7919636457638843,0.5517241379310345,0.0073397877299819295,16.7816091954023,0.5692294235983557,65.08,0.22273422216552863,28
130,1.5000000000000036,-1.4999999999999987,1130,80,86.73000000000025,0.7901363821976757,0.525,0.007990260982423785,18.4375,0.5692294235983557,65.08,0.22090695859931997,29
130,1.400000000000004,-1.1999999999999984,1130,87,86.74000000000025,0.788625211367493,0.5517241379310345,0.00731785196722661,16.75862068965517,0.5692294235983557,65.08,0.21939578776913726,30
22,0.9000000000000035,-0.5999999999999979,1238,157,92.78000000000024,0.7867540648456637,0.535031847133758,0.00400157055013254,9.566878980891719,0.4308158545338543,54.019999999999996,0.3559382103118094,31
5,1.7000000000000046,0.30000000000000293,1255,97,91.49000000000014,0.7857184691595755,0.5360824742268041,0.006331061865203458,15.814432989690722,0.4309299728824374,54.03,0.35478849627713815,32
130,1.5000000000000036,-2.3999999999999995,1130,82,85.76000000000023,0.7836376736184796,0.5365853658536586,0.007756426211336025,18.097560975609756,0.5692294235983557,65.08,0.21440825002012387,33
130,1.5000000000000036,-2.2999999999999994,1130,82,85.76000000000023,0.7836376736184796,0.5365853658536586,0.007756426211336025,18.097560975609756,0.5692294235983557,65.08,0.21440825002012387,34
130,1.5000000000000036,-2.1999999999999993,1130,82,85.76000000000023,0.7836376736184796,0.5365853658536586,0.007756426211336025,18.097560975609756,0.5692294235983557,65.08,0.21440825002012387,35
