rank,objective_value,w1,w2,w3,w4
1,0.3212100485179766,0.9999999999999996,-2.220446049250313e-16,0.9999999999999996,-0.9999999999999989
2,0.3189369269106893,0.9999999999999996,-0.1000000000000002,0.9999999999999996,-0.899999999999999
3,0.31775900931377576,0.9999999999999996,0.09999999999999964,0.8999999999999995,-0.9999999999999987
4,0.31656071728223145,0.9999999999999996,-0.20000000000000018,0.9999999999999996,-0.7999999999999989
5,0.3155486336606795,0.9999999999999996,-2.220446049250313e-16,0.8999999999999995,-0.8999999999999988
6,0.3142137307921699,0.9999999999999996,0.19999999999999973,0.7999999999999996,-0.9999999999999989
7,0.3140815633005143,0.9999999999999996,-0.30000000000000016,0.9999999999999996,-0.6999999999999988
8,0.31323508700111447,0.9999999999999996,-0.1000000000000002,0.8999999999999995,-0.7999999999999989
9,0.3120661858175323,0.9999999999999996,0.09999999999999964,0.7999999999999996,-0.8999999999999988
10,0.3114996060087935,0.9999999999999996,-0.40000000000000013,0.9999999999999996,-0.599999999999999
