rank,objective_value,w1,w2,w3,w4
1,0.2613653988213315,1.0,0.0,0.0,0.0
2,0.25495371618461915,0.9,0.0,0.0,0.09999999999999998
3,0.24846081553165647,0.8,0.0,0.0,0.19999999999999996
4,0.24813687927963254,0.9,0.0,0.1,0.0
5,0.2444034211890091,0.9,0.1,0.0,0.0
6,0.24188654232668322,0.7000000000000001,0.0,0.0,0.29999999999999993
7,0.24170522607700615,0.8,0.0,0.1,0.09999999999999998
8,0.23792292707048554,0.8,0.1,0.0,0.09999999999999998
9,0.23523074014069328,0.6000000000000001,0.0,0.0,0.3999999999999999
10,0.23519237186921685,0.7000000000000001,0.0,0.1,0.19999999999999996
