rank,objective_value,w1,w2,w3,w4
1,0.246402951195277,0.9999999999999997,-2.0816681711721685e-16,0.9999999999999997,-0.9999999999999991
2,0.2456208621321748,0.9999999999999997,-0.020000000000000212,0.9999999999999997,-0.9799999999999991
3,0.24552918440484994,0.9999999999999997,0.019999999999999796,0.9799999999999996,-0.9999999999999991
4,0.2448358258373051,0.9999999999999997,-0.040000000000000216,0.9999999999999997,-0.9599999999999991
5,0.2447472429255222,0.9999999999999997,-2.0816681711721685e-16,0.9799999999999996,-0.9799999999999991
6,0.24465192405601982,0.9999999999999997,0.039999999999999786,0.9599999999999996,-0.9999999999999991
7,0.2443652995653114,0.9799999999999996,0.019999999999999796,0.9999999999999997,-0.9999999999999991
8,0.2440478430174567,0.9999999999999997,-0.06000000000000022,0.9999999999999997,-0.9399999999999991
9,0.24396235425612223,0.9999999999999997,-0.020000000000000212,0.9799999999999996,-0.9599999999999991
10,0.24387013011880254,0.9999999999999997,0.019999999999999796,0.9599999999999996,-0.9799999999999991
