rank,objective_value,w1,w2,w3,w4
1,0.40630837555971866,1.0,0.0,0.0,0.0
2,0.3942347553221317,0.9,0.0,0.0,0.09999999999999998
3,0.39136097375316914,0.9,0.0,0.1,0.0
4,0.3866913486129355,0.9,0.1,0.0,0.0
5,0.38207483747086673,0.8,0.0,0.0,0.19999999999999996
6,0.37925101582455745,0.8,0.0,0.1,0.09999999999999998
7,0.37634189008519503,0.8,0.0,0.2,0.0
8,0.37458203257752815,0.8,0.1,0.0,0.09999999999999998
9,0.3717146367697416,0.8,0.1,0.1,0.0
10,0.3698284777310802,0.7000000000000001,0.0,0.0,0.29999999999999993
