rank,objective_value,w1,w2,w3,w4
1,0.06087260900804757,0.0,1.0,0.0,0.0
2,0.058489077925557985,0.1,0.9,0.0,0.0
3,0.056200119576285776,0.0,0.9,0.0,0.09999999999999998
4,0.055973254006156506,0.2,0.8,0.0,0.0
5,0.0537812275037559,0.1,0.8,0.0,0.09999999999999998
6,0.053325167881790425,0.30000000000000004,0.7000000000000001,0.0,0.0
7,0.0529419592407146,0.0,0.9,0.1,0.0
8,0.05143281461977434,0.0,0.8,0.0,0.19999999999999996
9,0.05123014795952511,0.2,0.7000000000000001,0.0,0.09999999999999987
10,0.050544848100457895,0.4,0.6000000000000001,0.0,0.0
