rank,objective_value,w1,w2,w3,w4
1,0.40024555746109647,0.9999999999999996,-2.220446049250313e-16,0.9999999999999996,-0.9999999999999989
2,0.39418880216671853,0.9999999999999996,-0.1000000000000002,0.9999999999999996,-0.899999999999999
3,0.3887297842887048,0.9999999999999996,0.09999999999999964,0.8999999999999995,-0.9999999999999987
4,0.38801701189680127,0.9999999999999996,-0.20000000000000018,0.9999999999999996,-0.7999999999999989
5,0.38274728191670065,0.9999999999999996,-2.220446049250313e-16,0.8999999999999995,-0.8999999999999988
6,0.38173023163600617,0.9999999999999996,-0.30000000000000016,0.9999999999999996,-0.6999999999999988
7,0.3805235101569808,0.8999999999999995,0.09999999999999964,0.9999999999999996,-0.9999999999999987
8,0.3770859474159461,0.9999999999999996,0.19999999999999973,0.7999999999999996,-0.9999999999999989
9,0.37664969677990334,0.9999999999999996,-0.1000000000000002,0.8999999999999995,-0.7999999999999989
10,0.3753285048012311,0.9999999999999996,-0.40000000000000013,0.9999999999999996,-0.599999999999999
