rank,objective_value,w1,w2,w3,w4
1,0.3696122015811484,1.0,0.0,0.0,0.0
2,0.3668212123578311,0.9800000000000001,0.02,0.0,0.0
3,0.36405482013182605,0.9800000000000001,0.0,0.02,0.0
4,0.3640238698054204,0.9600000000000001,0.04,0.0,0.0
5,0.3625593440214546,0.9800000000000001,0.0,0.0,0.019999999999999907
6,0.36126118758081716,0.9600000000000001,0.02,0.02,0.0
7,0.36122017176562143,0.9400000000000001,0.06,0.0,0.0
8,0.35976560717081874,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.3584876245462435,0.9600000000000001,0.0,0.04,0.0
10,0.3584612034867243,0.9400000000000001,0.04,0.02,0.0
