rank,objective_value,w1,w2,w3,w4
1,0.08226075280371652,1.0,0.0,0.0,0.0
2,0.07581667980262595,0.9,0.0,0.0,0.09999999999999998
3,0.07131611461109387,0.9,0.0,0.1,0.0
4,0.0692274854867903,0.8,0.0,0.0,0.19999999999999996
5,0.06842313675301778,0.9,0.1,0.0,0.0
6,0.06481126597532974,0.8,0.0,0.1,0.09999999999999998
7,0.06249324875889212,0.7000000000000001,0.0,0.0,0.29999999999999993
8,0.06191034801704366,0.8,0.1,0.0,0.09999999999999998
9,0.06028714488165339,0.8,0.0,0.2,0.0
10,0.05816135272544584,0.7000000000000001,0.0,0.1,0.19999999999999996
