rank,objective_value,w1,w2,w3,w4
1,0.25579654741648017,1.0,0.0,0.0,0.0
2,0.2532893125889509,0.9800000000000001,0.0,0.02,0.0
3,0.2525233460912713,0.9800000000000001,0.02,0.0,0.0
4,0.25199901804782654,0.9800000000000001,0.0,0.0,0.019999999999999907
5,0.2507790575761496,0.9600000000000001,0.0,0.04,0.0
6,0.25001443789025224,0.9600000000000001,0.02,0.02,0.0
7,0.24948999966919844,0.9600000000000001,0.0,0.02,0.019999999999999907
8,0.24924603463204267,0.9600000000000001,0.04,0.0,0.0
9,0.2487241076486183,0.9600000000000001,0.02,0.0,0.019999999999999907
10,0.2482657816720214,0.9400000000000001,0.0,0.06,0.0
