rank,objective_value,w1,w2,w3,w4
1,0.13361125489794556,0.0,0.8,0.2,0.0
2,0.133606864919448,0.0,0.9,0.1,0.0
3,0.1335224934610755,0.0,0.7000000000000001,0.30000000000000004,0.0
4,0.13350935148985316,0.0,1.0,0.0,0.0
5,0.13334055086931607,0.0,0.6000000000000001,0.4,0.0
6,0.1330653956048269,0.0,0.5,0.5,0.0
7,0.1326969943681939,0.0,0.4,0.6000000000000001,0.0
8,0.13223531207498232,0.0,0.30000000000000004,0.7000000000000001,0.0
9,0.13190135942883874,0.1,0.8,0.1,0.0
10,0.1318781473705838,0.1,0.7000000000000001,0.2,0.0
