short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
45,50,1211,21,64.08999999999999,0.572897047749642,0.5714285714285714,0.022584802148704692,47.57142857142857,0.5131925002120981,60.49000000000001,0.05970454753754395,1
100,115,1146,5,62.25999999999999,0.5496789932555561,0.8,0.09449564775385552,209.4,0.4421086675291075,54.68000000000001,0.10757032572644865,2
40,55,1206,11,61.96000000000001,0.5454429017761626,0.6363636363636364,0.042460822027412706,90.9090909090909,0.49932750504371226,59.40000000000002,0.04611539673245035,3
105,110,1151,9,61.19999999999996,0.529850747087943,0.7777777777777778,0.050246412453775396,114.44444444444444,0.47918394426936484,57.780000000000015,0.05066680281857816,4
40,50,1211,13,60.26000000000003,0.5285130692367346,0.6153846153846154,0.034910113059314435,76.07692307692308,0.5131925002120981,60.49000000000001,0.015320569024636521,5
45,60,1201,9,61.19000000000004,0.5267068397245009,0.7777777777777778,0.05069548985299388,109.88888888888889,0.5018524755810037,59.60000000000001,0.024854364143497287,6
35,55,1206,10,59.47,0.5164483792934877,0.6,0.044830262869786995,99.7,0.49932750504371226,59.40000000000002,0.017120874249775486,7
105,115,1146,6,59.870000000000005,0.5156960199515701,0.8333333333333334,0.07520401956683408,175.16666666666666,0.4421086675291075,54.68000000000001,0.07358735242246262,8
70,130,1131,3,59.21000000000001,0.5031700316126106,0.6666666666666666,0.16542642698976148,373.6666666666667,0.37474949899799603,48.620000000000005,0.1284205326146146,9
85,135,1126,3,59.84000000000003,0.5024143647062187,0.6666666666666666,0.16437390355667622,372.0,0.40076965365585493,51.030000000000015,0.10164471105036377,10
