rank,objective_value,w1,w2,w3,w4
1,0.20853361221724842,0.0,1.0,0.0,0.0
2,0.2080670539436404,0.02,0.9800000000000001,0.0,0.0
3,0.20759756589018524,0.04,0.9600000000000001,0.0,0.0
4,0.20724860241858523,0.0,0.9800000000000001,0.02,0.0
5,0.2071251482469651,0.06,0.9400000000000001,0.0,0.0
6,0.2067794337054426,0.02,0.9600000000000001,0.02,0.0
7,0.2066498012026666,0.08,0.92,0.0,0.0
8,0.20630733541929042,0.04,0.9400000000000001,0.02,0.0
9,0.20617152494458194,0.1,0.9,0.0,0.0
10,0.20596059188221172,0.0,0.9600000000000001,0.04,0.0
