rank,objective_value,w1,w2,w3,w4
1,0.17661566303547782,0.0,1.0,0.0,0.0
2,0.17415963855502248,0.0,0.9,0.0,0.09999999999999998
3,0.17398582573304242,0.1,0.9,0.0,0.0
4,0.1726229496773778,0.0,0.9,0.1,0.0
5,0.17164471289671057,0.0,0.8,0.0,0.19999999999999996
6,0.17150384590831078,0.1,0.8,0.0,0.09999999999999998
7,0.17128444947516538,0.2,0.8,0.0,0.0
8,0.17013567590069065,0.0,0.8,0.1,0.09999999999999998
9,0.16996121287960475,0.1,0.8,0.1,0.0
10,0.1690708991071776,0.0,0.7000000000000001,0.0,0.29999999999999993
