rank,objective_value,w1,w2,w3,w4
1,0.22098342683177621,1.0,0.0,0.0,0.0
2,0.2130646916532066,0.9,0.0,0.1,0.0
3,0.20505997756199829,0.8,0.0,0.2,0.0
4,0.2010520024058714,0.9,0.1,0.0,0.0
5,0.19696922753219318,0.7000000000000001,0.0,0.30000000000000004,0.0
6,0.19464561747171405,0.9,0.0,0.0,0.09999999999999998
7,0.19309655105355047,0.8,0.1,0.1,0.0
8,0.1887923834621816,0.6000000000000001,0.0,0.4,0.0
9,0.1866746259310124,0.8,0.0,0.1,0.09999999999999998
10,0.18505511436704428,0.7000000000000001,0.1,0.2,0.0
