rank,objective_value,w1,w2,w3,w4
1,0.24422879480463325,1.0,0.0,0.0,0.0
2,0.24203750869303992,0.9800000000000001,0.02,0.0,0.0
3,0.2400891936239694,0.9800000000000001,0.0,0.02,0.0
4,0.23983849003924176,0.9600000000000001,0.04,0.0,0.0
5,0.2394593791877699,0.9800000000000001,0.0,0.0,0.019999999999999907
6,0.2378926369127395,0.9600000000000001,0.02,0.02,0.0
7,0.23763173441902852,0.9400000000000001,0.06,0.0,0.0
8,0.23726521721023702,0.9600000000000001,0.02,0.0,0.019999999999999907
9,0.2359425454255549,0.9600000000000001,0.0,0.04,0.0
10,0.2356883435020326,0.9400000000000001,0.04,0.02,0.0
