k_body,k_volume,price_zone_window,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
1.2,1.2,3,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,1
1.2,1.2,5,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,2
1.2,1.2,7,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,3
1.2,1.2,10,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,4
1.5,1.2,3,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,5
1.5,1.2,5,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,6
1.5,1.2,7,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,7
1.5,1.2,10,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,8
1.8,1.2,3,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,9
1.8,1.2,5,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,10
1.8,1.2,7,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,11
1.8,1.2,10,56,1,1.6500000000000057,0.009930785434848044,1.0,0.009930785434848044,2.0,0.020108598365057517,3.3700000000000045,-0.010177812930209473,12
1.2,1.5,3,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,13
1.2,1.5,5,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,14
1.2,1.5,7,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,15
1.2,1.5,10,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,16
1.2,1.8,3,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,17
1.2,1.8,5,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,18
1.2,1.8,7,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,19
1.2,1.8,10,56,0,0.0,0.0,-1.0,,,0.020108598365057517,3.3700000000000045,-0.020108598365057517,20
