rank,objective_value,w1,w2,w3,w4
1,0.28180663804254324,1.0,0.0,0.0,0.0
2,0.2787264346722298,0.9,0.0,0.0,0.09999999999999998
3,0.2755986822674721,0.8,0.0,0.0,0.19999999999999996
4,0.27242328423130624,0.7000000000000001,0.0,0.0,0.29999999999999993
5,0.26920014251191393,0.6000000000000001,0.0,0.0,0.3999999999999999
6,0.2659291575875395,0.5,0.0,0.0,0.5
7,0.2626753568474334,0.9,0.1,0.0,0.0
8,0.2626102284511151,0.4,0.0,0.0,0.6
9,0.26113782165476435,0.9,0.0,0.1,0.0
10,0.2595730834816308,0.8,0.1,0.0,0.09999999999999998
