rank,objective_value,w1,w2,w3,w4
1,0.16933979373820476,1.0,0.0,0.0,0.0
2,0.1692840720101096,0.9800000000000001,0.02,0.0,0.0
3,0.1692243475085621,0.9600000000000001,0.04,0.0,0.0
4,0.16916062029307843,0.9400000000000001,0.06,0.0,0.0
5,0.1690928904207687,0.92,0.08,0.0,0.0
6,0.16902115794633726,0.9,0.1,0.0,0.0
7,0.16852327204796982,0.9800000000000001,0.0,0.02,0.0
8,0.16846637897247507,0.9600000000000001,0.02,0.02,0.0
9,0.1684054833369437,0.9400000000000001,0.04,0.02,0.0
10,0.16834058520043954,0.92,0.06,0.02,0.0
