rank,objective_value,w1,w2,w3,w4
1,0.42903889301624093,1.0,0.0,0.0,0.0
2,0.4266662353983459,0.9800000000000001,0.02,0.0,0.0
3,0.4266156403583505,0.9800000000000001,0.0,0.02,0.0
4,0.42428733441476957,0.9600000000000001,0.04,0.0,0.0
5,0.4242405168749204,0.9600000000000001,0.02,0.02,0.0
6,0.42418832044822646,0.9600000000000001,0.0,0.04,0.0
7,0.42190218747752195,0.9400000000000001,0.06,0.0,0.0
8,0.42185914961101345,0.9400000000000001,0.04,0.02,0.0
9,0.42181073068446584,0.9400000000000001,0.02,0.04,0.0
10,0.4217569315999915,0.9400000000000001,0.0,0.06,0.0
