rank,objective_value,w1,w2,w3,w4
1,0.25999743829983446,1.0,0.0,0.0,0.0
2,0.25822781307451464,0.9800000000000001,0.02,0.0,0.0
3,0.2576276013509062,0.9800000000000001,0.0,0.02,0.0
4,0.25645458962991063,0.9600000000000001,0.04,0.0,0.0
5,0.2558561970081401,0.9600000000000001,0.02,0.02,0.0
6,0.25525467369895927,0.9600000000000001,0.0,0.04,0.0
7,0.254942133762364,0.9800000000000001,0.0,0.0,0.019999999999999907
8,0.25467776699378175,0.9400000000000001,0.06,0.0,0.0
9,0.2540811940365423,0.9400000000000001,0.04,0.02,0.0
10,0.25348148982919927,0.9400000000000001,0.02,0.04,0.0
